customer_id,signup_ts,country,email,is_active
1139,2026-06-21T20:00:00+00:00,DE,user1139@example.com,True
1140,2026-06-27T04:00:00+00:00,DE,user1140@example.com,True
1141,2026-07-29T23:00:00+00:00,CZ,user1141@example.com,True
1142,2026-06-13T21:00:00+00:00,NL,user1142@example.com,True
1143,2026-06-17T14:00:00+00:00,PL,user1143@example.com,True
1144,2026-06-25T12:00:00+00:00,DE,user1144@example.com,True
1145,2026-07-30T13:00:00+00:00,DE,user1145@example.com,True
1146,2026-07-22T04:00:00+00:00,CZ,user1146@example.com,True
1147,2026-06-03T01:00:00+00:00,NL,user1147@example.com,True
1148,2026-06-15T00:00:00+00:00,DE,user1148@example.com,True
1149,2026-07-20T07:00:00+00:00,DE,user1149@example.com,True
1150,2026-06-04T11:00:00+00:00,PL,user1150@example.com,True
1151,2026-07-22T08:00:00+00:00,DE,user1151@example.com,True
1152,2026-06-17T21:00:00+00:00,NL,user1152@example.com,True
1153,2026-07-26T01:00:00+00:00,DE,user1153@example.com,True
1154,2026-06-18T14:00:00+00:00,DE,user1154@example.com,True
1155,2026-06-27T01:00:00+00:00,FR,user1155@example.com,True
1156,2026-07-10T17:00:00+00:00,DE,user1156@example.com,True
1157,2026-06-08T13:00:00+00:00,DE,user1157@example.com,True
1158,2026-07-04T10:00:00+00:00,DE,user1158@example.com,True
1159,2026-07-01T07:00:00+00:00,DE,user1159@example.com,True
1160,2026-07-18T00:00:00+00:00,DE,user1160@example.com,True
1161,2026-07-30T18:00:00+00:00,DE,user1161@example.com,True
1162,2026-07-10T20:00:00+00:00,DE,user1162@example.com,True
1163,2026-06-25T13:00:00+00:00,DE,user1163@example.com,True
1164,2026-06-25T09:00:00+00:00,PL,user1164@example.com,True
1165,2026-06-26T01:00:00+00:00,CZ,user1165@example.com,True
1166,2026-07-19T20:00:00+00:00,DE,user1166@example.com,True
1167,2026-06-20T06:00:00+00:00,DE,user1167@example.com,True
1168,2026-06-11T00:00:00+00:00,PL,user1168@example.com,True
1169,2026-06-21T01:00:00+00:00,FR,user1169@example.com,True
1170,2026-06-02T08:00:00+00:00,NL,user1170@example.com,True
1171,2026-06-07T08:00:00+00:00,DE,user1171@example.com,True
1172,2026-06-06T09:00:00+00:00,DE,user1172@example.com,True
1173,2026-07-17T07:00:00+00:00,DE,user1173@example.com,False
1174,2026-07-14T08:00:00+00:00,DE,user1174@example.com,True
1175,2026-07-12T19:00:00+00:00,PL,user1175@example.com,True
1176,2026-06-28T17:00:00+00:00,DE,user1176@example.com,True
1177,2026-07-14T00:00:00+00:00,DE,user1177@example.com,True
1178,2026-06-10T16:00:00+00:00,DE,user1178@example.com,True
1179,2026-07-25T00:00:00+00:00,PL,user1179@example.com,True
1180,2026-07-01T01:00:00+00:00,DE,user1180@example.com,True
1181,2026-07-27T06:00:00+00:00,NL,user1181@example.com,True
1182,2026-06-10T03:00:00+00:00,DE,user1182@example.com,True
1183,2026-06-30T20:00:00+00:00,FR,user1183@example.com,True
1184,2026-07-12T18:00:00+00:00,DE,user1184@example.com,True
1185,2026-06-30T17:00:00+00:00,NL,user1185@example.com,True
1186,2026-06-27T18:00:00+00:00,FR,user1186@example.com,True
1187,2026-06-10T23:00:00+00:00,FR,user1187@example.com,True
1188,2026-06-23T20:00:00+00:00,NL,user1188@example.com,True
1189,2026-06-15T07:00:00+00:00,NL,user1189@example.com,True
1190,2026-06-19T02:00:00+00:00,CZ,user1190@example.com,True
1191,2026-07-12T00:00:00+00:00,NL,user1191@example.com,True
1192,2026-07-08T19:00:00+00:00,DE,user1192@example.com,True
1193,2026-07-07T10:00:00+00:00,PL,user1193@example.com,True
1194,2026-06-22T17:00:00+00:00,PL,user1194@example.com,True
1195,2026-07-28T13:00:00+00:00,NL,user1195@example.com,True
1196,2026-06-06T06:00:00+00:00,PL,user1196@example.com,True
1197,2026-06-21T13:00:00+00:00,DE,user1197@example.com,False
1198,2026-06-08T01:00:00+00:00,CZ,user1198@example.com,False
1199,2026-06-21T08:00:00+00:00,DE,user1199@example.com,True
1200,2026-07-28T17:00:00+00:00,DE,user1200@example.com,True
1201,2026-06-22T23:00:00+00:00,PL,user1201@example.com,True
1202,2026-07-25T12:00:00+00:00,DE,user1202@example.com,True
1203,2026-06-30T16:00:00+00:00,DE,user1203@example.com,True
1204,2026-07-12T23:00:00+00:00,DE,user1204@example.com,True
1205,2026-06-28T10:00:00+00:00,DE,user1205@example.com,True
1206,2026-06-16T22:00:00+00:00,DE,user1206@example.com,True
1207,2026-07-16T20:00:00+00:00,DE,user1207@example.com,True
1208,2026-07-29T03:00:00+00:00,CZ,user1208@example.com,True
1209,2026-06-16T19:00:00+00:00,DE,user1209@example.com,True
1210,2026-07-17T17:00:00+00:00,FR,user1210@example.com,True
1211,2026-06-16T16:00:00+00:00,FR,user1211@example.com,False
1212,2026-07-14T00:00:00+00:00,PL,user1212@example.com,True
1213,2026-07-18T08:00:00+00:00,DE,user1213@example.com,True
1214,2026-06-27T23:00:00+00:00,PL,user1214@example.com,False
1215,2026-07-15T05:00:00+00:00,NL,user1215@example.com,True
1216,2026-06-17T08:00:00+00:00,CZ,user1216@example.com,True
1217,2026-06-05T18:00:00+00:00,NL,user1217@example.com,True
1218,2026-06-06T18:00:00+00:00,PL,user1218@example.com,True
1219,2026-06-27T19:00:00+00:00,CZ,user1219@example.com,True
1220,2026-07-25T03:00:00+00:00,DE,user1220@example.com,True
1026,2026-07-09T15:00:00+00:00,DE,user1026@example.com,True
